"date","swe","Q"
2023-12-20,0,0
2023-01-21,0,0
2023-02-21,2.9,0
2023-03-21,7.6,48.9
2023-04-21,13.7,135
2023-05-21,18.2,1420
2023-06-21,21.9,1980
2023-07-21,26.5,664
2023-08-21,19.5,224
2023-09-21,0,33.7
2023-10-21,0,72.9
2023-11-21,0,58.1
2023-12-21,0,0
2023-01-22,0,0
2023-02-22,3,0
2023-03-22,7.9,49.4
2023-04-22,13.8,80.6
2023-05-22,18.4,1450
2023-06-22,22.2,1990
2023-07-22,26.6,592
2023-08-22,18.8,206
2023-09-22,0,22.6
2023-10-22,0,74.8
2023-11-22,0,48.4
2023-12-22,0,0
2023-01-23,0,0
2023-02-23,3,0
2023-03-23,8,48.2
2023-04-23,13.8,75
2023-05-23,18.4,1380
2023-06-23,23.4,1990
2023-07-23,26.7,541
2023-08-23,18.2,183
2023-09-23,0,42.1
2023-10-23,0,75.6
2023-11-23,0,58.9
2023-12-23,0,0
2023-01-24,0.3,0
2023-02-24,3.2,0
2023-03-24,8.4,54.7
2023-04-24,13.9,120
2023-05-24,18.4,1370
2023-06-24,23.7,1850
2023-07-24,26.7,545
2023-08-24,17.6,192
2023-09-24,0,44.4
2023-10-24,0,76.3
2023-11-24,0,94.6
2023-12-24,0,0
2023-01-25,0.4,0
2023-02-25,3.2,0
2023-03-25,8.5,56.4
2023-04-25,14,120
2023-05-25,18.6,1420
2023-06-25,24,1640
2023-07-25,26.9,515
2023-08-25,17.4,255
2023-09-25,0,41.8
2023-10-25,0,77
2023-11-25,0,55.9
2023-12-25,0,0
2023-01-26,0.4,0
2023-02-26,3.3,0
2023-03-26,8.6,45.1
2023-04-26,14.2,140
2023-05-26,18.9,1560
2023-06-26,24,1440
2023-07-26,27.3,465
2023-08-26,16.9,279
2023-09-26,0,33.5
2023-10-26,0,72.7
2023-11-26,0,55.5
2023-12-26,0,0
2023-01-27,0.8,0
2023-02-27,3.4,0
2023-03-27,8.8,46.6
2023-04-27,14.8,151
2023-05-27,18.9,1510
2023-06-27,24.2,1290
2023-07-27,27.3,438
2023-08-27,16.3,242
2023-09-27,0,33.7
2023-10-27,0,77.1
2023-11-27,0,42.9
2023-12-27,0,0
2023-01-28,1,0
2023-02-28,3.6,0
2023-03-28,9.2,37
2023-04-28,15.2,185
2023-05-28,19,1490
2023-06-28,24.2,1210
2023-07-28,28.2,413
2023-08-28,15.5,242
2023-09-28,0,32.6
2023-10-28,0,87
2023-11-28,0,61.8
2023-12-28,0,0
2023-01-29,1,0
2023-03-29,9.6,44.4
2023-04-29,15.5,190
2023-05-29,NA,1350
2023-06-29,24.5,1090
2023-07-29,28.2,408
2023-08-29,15,248
2023-09-29,0,19.6
2023-10-29,0,97
2023-11-29,0,80.3
2023-12-29,0,0
2023-01-30,1,0
2023-03-30,9.7,52.8
2023-04-30,15.9,216
2023-05-30,NA,1230
2023-06-30,24.7,1160
2023-07-30,28.2,392
2023-08-30,14.3,212
2023-09-30,0,29.9
2023-10-30,0,71.2
2023-11-30,0,97.2
2023-12-30,0,0
2023-01-31,1,0
2023-03-31,10,46.1
2023-05-31,NA,1210
2023-07-31,NA,433
2023-08-31,13.6,162
2023-10-31,0,50.6
2023-12-31,NA,0
2024-01-01,0,0
2024-03-01,3.1,60
2024-04-01,5.4,58.9
2024-05-01,8.7,508
2024-06-01,13.4,1330
2024-07-01,18.6,837
2024-08-01,22.7,106
2024-09-01,14.1,115
2024-10-01,0,27.2
2024-11-01,0,40.8
2024-01-02,0,0
2024-03-02,3.2,59.3
2024-04-02,5.4,52
2024-05-02,8.7,549
2024-06-02,13.4,1310
2024-07-02,18.5,857
2024-08-02,23,98.6
2024-09-02,13.3,155
2024-10-02,0,22.5
2024-11-02,0,48.4
2024-01-03,0,0
2024-03-03,3.3,60.6
2024-04-03,5.4,46.9
2024-05-03,8.7,523
2024-06-03,13.9,1280
2024-07-03,18.6,763
2024-08-03,23,118
2024-09-03,12.5,177
2024-10-03,0,21.8
2024-11-03,0,51.8
2024-01-04,0,0
2024-03-04,3.9,46.5
2024-04-04,5.4,58.1
2024-05-04,9.4,484
2024-06-04,14.5,1420
2024-07-04,18.8,636
2024-08-04,23,157
2024-09-04,11.5,160
2024-10-04,0,24.5
2024-11-04,0,55.8
2024-01-05,0,0
2024-03-05,3.9,57.1
2024-04-05,5.5,71.1
2024-05-05,9.4,519
2024-06-05,15.3,1650
2024-07-05,18.8,562
2024-08-05,23,173
2024-09-05,9.7,200
2024-10-05,0,24.6
2024-11-05,0,55.5
2024-01-06,0,0
2024-03-06,3.9,52.7
2024-04-06,5.8,107
2024-05-06,9.5,561
2024-06-06,15.6,2190
2024-07-06,18.8,535
2024-08-06,23,172
2024-09-06,7.8,220
2024-10-06,0,25.6
2024-11-06,0,47.9
2024-01-07,0,0
2024-03-07,3.9,55
2024-04-07,5.9,89.1
2024-05-07,9.6,501
2024-06-07,15.8,2110
2024-07-07,18.8,483
2024-08-07,23.5,166
2024-09-07,6.5,202
2024-10-07,0,25.8
2024-11-07,0,46.6
2024-01-08,0,0
2024-03-08,3.9,55.2
2024-04-08,6,93.1
2024-05-08,9.9,436
2024-06-08,15.8,2160
2024-07-08,18.8,485
2024-08-08,23.5,188
2024-09-08,5,102
2024-10-08,0,22.8
2024-11-08,0,54.1
2024-01-09,0,0
2024-03-09,4,46.9
2024-04-09,6,75.4
2024-05-09,10,409
2024-06-09,15.8,2070
2024-07-09,18.7,456
2024-08-09,23.5,186
2024-09-09,4,42.4
2024-10-09,0,24
2024-11-09,0,65.4
2024-01-10,0,0
2024-03-10,4,53.6
2024-04-10,6.4,46.8
2024-05-10,10.2,357
2024-06-10,15.8,2040
2024-07-10,18.8,415
2024-08-10,23.6,309
2024-09-10,2.7,47.6
2024-10-10,0,22.9
2024-11-10,0,59.8
2024-01-11,0,0
2024-03-11,4.3,60.8
2024-04-11,6.6,47.1
2024-05-11,10.3,378
2024-06-11,15.9,1870
2024-07-11,19.1,376
2024-08-11,23.6,333
2024-09-11,1.3,47.2
2024-10-11,0,23.5
2024-11-11,0,54.3
2024-03-12,4.3,63.5
2024-04-12,6.7,47.2
2024-05-12,10.3,441
2024-06-12,16,1740
2024-07-12,19.1,348
2024-08-12,23.6,282
2024-09-12,0.1,45.9
2024-10-12,0,25.9
2024-11-12,0,52.9
2024-03-13,4.3,61.6
2024-04-13,7.1,57.9
2024-05-13,10.4,509
2024-06-13,16.3,1690
2024-07-13,19.1,314
2024-08-13,23.6,268
2024-09-13,0.1,33
2024-10-13,0,30.9
2024-11-13,0,55
2024-03-14,4.3,78.2
2024-04-14,7.2,76.1
2024-05-14,10.4,708
2024-06-14,17.2,1640
2024-07-14,19.1,288
2024-08-14,23.5,266
2024-09-14,0.1,37.4
2024-10-14,0,26.4
2024-11-14,0,48.8
2024-03-15,4.4,80.2
2024-04-15,7.6,202
2024-05-15,10.6,913
2024-06-15,17.7,1430
2024-07-15,18.6,294
2024-08-15,23.3,259
2024-09-15,0.1,43.4
2024-10-15,0,30.8
2024-11-15,0,45.4
2024-03-16,4.4,71.1
2024-04-16,7.8,228
2024-05-16,11,818
2024-06-16,17.8,1350
2024-07-16,20.2,311
2024-08-16,22.9,239
2024-09-16,0.1,37.7
2024-10-16,0,69.5
2024-11-16,0,47.1
2024-03-17,4.4,78.5
2024-04-17,8,181
2024-05-17,11.1,1130
2024-06-17,17.8,1490
2024-07-17,21.2,378
2024-08-17,22.2,235
2024-09-17,0,38
2024-10-17,0,70.4
2024-11-17,0,38.6
2024-03-18,4.4,70.2
2024-04-18,8.4,196
2024-05-18,11.1,1450
2024-06-18,17.8,1480
2024-07-18,21.4,399
2024-08-18,21,252
2024-09-18,0,33.9
2024-10-18,0,72.4
2024-11-18,0,34
2024-03-19,4.4,73.3
2024-04-19,8.6,168
2024-05-19,11.2,1550
2024-06-19,17.8,1260
2024-07-19,21.4,312
2024-08-19,20.2,246
2024-09-19,0,39.3
2024-10-19,0,73.3
2024-11-19,0,88.1
2024-03-20,4.4,89
2024-04-20,8.6,154
2024-05-20,11.2,1460
2024-06-20,17.8,1260
2024-07-20,21.4,285
2024-08-20,19.6,231
2024-09-20,0,36.2
2024-10-20,0,42.8
2024-11-20,0,59.2
2024-03-21,4.4,66.5
2024-04-21,8.6,125
2024-05-21,11.6,1570
2024-06-21,17.8,1300
2024-07-21,21.4,273
2024-08-21,18.6,201
2024-09-21,0,38.5
2024-10-21,0,29.8
2024-11-21,0,29.9
2024-03-22,4.5,54
2024-04-22,8.6,125
2024-05-22,11.9,1130
2024-06-22,17.8,1290
2024-07-22,21.4,322
2024-08-22,18.5,215
2024-09-22,0,47.4
2024-10-22,0,34.2
2024-11-22,0,79.4
2024-03-23,4.5,58.8
2024-04-23,8.6,193
2024-05-23,12.5,1010
2024-06-23,17.8,1220
2024-07-23,21.1,281
2024-08-23,18.6,228
2024-09-23,0,57.1
2024-10-23,0,35.7
2024-03-24,4.9,58.8
2024-04-24,8.6,260
2024-05-24,12.6,1050
2024-06-24,17.8,1150
2024-07-24,21.1,212
2024-08-24,18.3,244
2024-09-24,0,53.8
2024-10-24,0,36.2
2024-03-25,5,56.8
2024-04-25,8.6,391
2024-05-25,12.6,1110
2024-06-25,18,1080
2024-07-25,21,194
2024-08-25,18.2,262
2024-09-25,0,39.5
2024-10-25,0,34.8
2024-02-26,2.6,67.4
2024-03-26,5,43.1
2024-04-26,8.6,517
2024-05-26,12.6,1140
2024-06-26,18.1,1020
2024-07-26,20.8,168
2024-08-26,18.1,276
2024-09-26,0,37.7
2024-10-26,0,45.8
2024-02-27,2.7,59.4
2024-03-27,5.3,48.3
2024-04-27,8.6,603
2024-05-27,12.6,1000
2024-06-27,18.1,1020
2024-07-27,21.6,176
2024-08-27,17.9,281
2024-09-27,0,30.6
2024-10-27,0,41.7
2024-02-28,2.8,46.3
2024-03-28,5.3,51.7
2024-04-28,8.6,501
2024-05-28,13.3,1160
2024-06-28,18.1,1010
2024-07-28,21.9,163
2024-08-28,17.2,248
2024-09-28,0,32.6
2024-10-28,0,37.2
2024-02-29,2.8,54
2024-03-29,5.3,54.8
2024-04-29,8.7,457
2024-05-29,13.4,1260
2024-06-29,18.2,972
2024-07-29,22.1,140
2024-08-29,16.5,200
2024-09-29,0,17.4
2024-10-29,0,36.5
2024-03-30,5.3,51.2
2024-04-30,8.7,536
2024-05-30,NA,1050
2024-06-30,18.6,897
2024-07-30,22.3,130
2024-08-30,15.8,140
2024-09-30,0,18.4
2024-10-30,0,40.7
2024-03-31,5.3,52.2
2024-05-31,NA,1240
2024-07-31,NA,102
2024-08-31,15.2,122
2024-10-31,0,50.1
